,TSLA_SHEL,TSLA_SHEL_p_value,TSLA_JNJ,TSLA_JNJ_p_value,TSLA_XOM,TSLA_XOM_p_value,TSLA_MSFT,TSLA_MSFT_p_value,TSLA_GOOG,TSLA_GOOG_p_value,TSLA_JPM,TSLA_JPM_p_value,TSLA_TM,TSLA_TM_p_value,TSLA_AZN,TSLA_AZN_p_value,SHEL_JNJ,SHEL_JNJ_p_value,SHEL_XOM,SHEL_XOM_p_value,SHEL_MSFT,SHEL_MSFT_p_value,SHEL_GOOG,SHEL_GOOG_p_value,SHEL_JPM,SHEL_JPM_p_value,SHEL_TM,SHEL_TM_p_value,SHEL_AZN,SHEL_AZN_p_value,JNJ_XOM,JNJ_XOM_p_value,JNJ_MSFT,JNJ_MSFT_p_value,JNJ_GOOG,JNJ_GOOG_p_value,JNJ_JPM,JNJ_JPM_p_value,JNJ_TM,JNJ_TM_p_value,JNJ_AZN,JNJ_AZN_p_value,XOM_MSFT,XOM_MSFT_p_value,XOM_GOOG,XOM_GOOG_p_value,XOM_JPM,XOM_JPM_p_value,XOM_TM,XOM_TM_p_value,XOM_AZN,XOM_AZN_p_value,MSFT_GOOG,MSFT_GOOG_p_value,MSFT_JPM,MSFT_JPM_p_value,MSFT_TM,MSFT_TM_p_value,MSFT_AZN,MSFT_AZN_p_value,GOOG_JPM,GOOG_JPM_p_value,GOOG_TM,GOOG_TM_p_value,GOOG_AZN,GOOG_AZN_p_value,JPM_TM,JPM_TM_p_value,JPM_AZN,JPM_AZN_p_value,TM_AZN,TM_AZN_p_value
0,0.2627140265807488,0.008274314535830142,0.5328665799802537,1.1496702799499364e-08,-0.6050841666623563,2.5959383173175175e-11,0.8566563891791406,6.327543675118491e-30,0.6570727743333331,1.1342180671630284e-13,0.7629828281873461,2.818426473570878e-20,0.4806325022938564,4.170151353598937e-07,-0.25994119259648957,0.00900694069902783,0.3336693801196743,0.000692538213150287,0.38596553280772744,7.310489610156923e-05,0.29783315684746486,0.002616803373922759,0.591595076036424,9.093267058222822e-11,0.394375597498202,4.907161892491534e-05,0.7461967183568957,5.151141427492124e-19,-0.13883564022964906,0.16833211221357608,-0.179922372422829,0.07325299782556817,0.5464641178811293,4.070139163114941e-09,0.6278503446633046,2.7239263840580853e-12,0.6668333754010292,3.622968252171745e-14,0.6002683010839481,4.088659719740175e-11,-0.0015546066622991357,0.9877524574876257,-0.5029105706952371,9.699119675188343e-08,-0.13840895288090474,0.16965667984274363,-0.29886383210755,0.002524291989579622,0.03389841282485681,0.737761998634841,0.21429421124956397,0.032279074062010894,0.7918336033003783,1.0417053905608241e-22,0.8995996216921219,4.893571949632015e-37,0.5716773821932035,5.225403013516977e-10,-0.2220336271724914,0.0264043655757651,0.8152783272005378,5.487080737884426e-25,0.8360829650888034,2.6817751321343684e-27,-0.3836933691109833,8.126797525604344e-05,0.6516969112743104,2.0891530963618705e-13,-0.11290520222845121,0.2633801354008954,-0.30621483481979866,0.0019454318319157091
1,0.8390331146681178,1.1874371451601164e-27,0.3781518693023855,0.00010486680873755378,0.7105291345436086,1.2345445284388745e-16,0.3397481335187829,0.0005437296897800841,0.781934048424617,7.831147252313722e-22,0.38725868119730406,6.880680524160181e-05,-0.6481328312343265,3.111189637182342e-13,0.27423048431181163,0.0057630550481074915,0.294571051450698,0.0029300591261800625,0.7288587427155552,8.234240089918743e-18,0.24906825006617578,0.012458587064745801,0.8697552417661748,8.037860805129018e-32,0.3361407500088884,0.000628040257242717,-0.5678120789500654,7.239015913126123e-10,0.19562350396790382,0.051113006301237565,0.5616086715530805,1.2108423992929552e-09,0.8273386490678727,2.736847391300729e-26,0.23884101913438707,0.01670550027289015,0.7304359910168414,6.4561370144874385e-18,0.10106775695457676,0.3170513865359499,0.7909012621974544,1.2655040587467633e-22,0.5470802171781524,3.878804837116848e-09,0.5793299607639016,2.7063599191479664e-10,0.5435010106903696,5.123822083657213e-09,-0.23999347576731792,0.016171484906242733,0.4675457073400492,9.372680844484264e-07,0.12698687932665748,0.20802772139809803,0.7433718541554334,8.214580094687932e-19,-0.06439611492889069,0.524433557010695,0.6297191113608903,2.245181715628555e-12,0.2573911775191619,0.009730422255446132,-0.4625381940536788,1.266575864042578e-06,0.189602557458545,0.058843071262435806,0.011265376157521875,0.9114252872404021,0.4217219492122117,1.2434174014333123e-05,0.1309296083642696,0.19413883776872537
2,-0.3161300086560423,0.0013546384935218838,-0.15318239683739332,0.12811930278400008,-0.1577415248133087,0.11701810568345397,0.7346179889834542,3.359063701873358e-18,-0.6273114583466451,2.8793688940047676e-12,0.9387188698345197,3.9750129516508487e-47,-0.2298328481423003,0.021430209784620038,-0.5080502001607261,6.824928871313871e-08,0.3860126256303267,7.294408226935356e-05,0.8983128901133351,8.84728436226133e-37,0.17869700575458453,0.07526422581392431,0.25378689357734946,0.010839831862114773,-0.4008900022062249,3.5767441605693384e-05,0.22623288598875146,0.023616280874586337,0.520164928844224,2.9121188444631625e-08,0.2641389400503726,0.007918660174498946,0.14971830341215708,0.13707994946228583,0.49236020894946286,1.9602378360689825e-07,-0.09743825205157959,0.3348306727721848,0.3973873083916349,4.243174134547461e-05,0.5065104085152048,7.587344367566999e-08,0.27431409728253553,0.0057476222628548785,0.09191456183225094,0.363077336057491,-0.241789604914936,0.015368663889883925,0.009095192995162316,0.9284379754852515,0.3290174067670096,0.0008306416687503638,-0.28168046805631175,0.004523848649588615,0.6748097444054005,1.3804935008281514e-14,0.028018425626823846,0.781998207393955,-0.2183731761844143,0.02905850528938047,-0.5704672288811468,5.789438079047939e-10,0.1398204311682231,0.16530422355909521,0.3252570579207744,0.0009601767975839176,-0.16797418423501098,0.09481747098467486,-0.4587350381781223,1.586980979169108e-06,0.7435483214253531,7.979975240967859e-19
3,0.122907514540442,0.22312988922963323,-0.29729805296972167,0.00266602684860959,-0.3149512110323613,0.0014151172731939469,-0.6089248246483422,1.7971033343317357e-11,-0.5921934309804558,8.611957947387808e-11,0.213331418820814,0.03308169850688694,0.27539489222669244,0.005551412514540655,0.4637157056767011,1.1805043351223509e-06,0.42463134830899973,1.066782435550107e-05,0.5093764479386942,6.227339013187091e-08,0.07722583949890331,0.44505160131809596,-0.05151808355954668,0.6107228029526123,0.5891274404908877,1.1366129271512037e-10,0.7584724877186129,6.297033179428684e-20,0.2903940233530993,0.0033801907844031066,0.8528810771955022,2.055918197515634e-29,0.8386193232977041,1.3324924210168821e-27,0.6853308136668474,3.689548250618104e-15,0.7950850034717648,5.243156219140395e-23,0.6720780039652887,1.927535965888933e-14,0.33622162740631556,0.0006260256604230701,0.7639974200911177,2.3463999432277412e-20,0.5508554321935063,2.8816019967379205e-09,0.6168140932992657,8.311233339345905e-12,0.6905337434215243,1.8819623975594686e-15,0.12993554494181617,0.19757568994965904,0.8951815555348903,3.618894414301773e-36,0.4367370129613667,5.552856338910271e-06,0.2971694088070416,0.002677984181985417,0.11217531412264044,0.26649897276430146,0.31061878756881894,0.0016590374151033353,0.09800080975426001,0.3320343084484249,0.13725171728267008,0.1732878013461377,0.8423374690091153,4.674754598768055e-28,0.5398311525849928,6.7934664115582946e-09,0.4491128771049118,2.7743730599695404e-06
4,0.5418901340947108,5.80156112851465e-09,0.45703527324255083,1.7537393030723019e-06,0.2670913634090218,0.007224368865060509,0.8260053567433648,3.855624815362811e-26,0.7959818477435804,4.329181643152492e-23,0.6223955118431361,4.753702279395373e-12,0.13741719324628612,0.17276510276943488,0.2800670340851475,0.0047699882287795484,0.8809055804030563,1.3234477004567765e-33,0.855734101841939,8.464448547607123e-30,0.564578690702257,9.47766673090793e-10,0.4213039548291418,1.2709442769458086e-05,0.3668006541103314,0.0001743106062303681,-0.33488781513686766,0.0006600180357002729,-0.20046441761804165,0.04552300446472246,0.8807965101470219,1.3804016928019175e-33,0.4637315732500623,1.179383227558252e-06,0.30016956249683024,0.002411325690686047,0.11484088006891646,0.2552293645483982,-0.5414225137855314,6.013857233653128e-09,-0.4194829198761185,1.3976835922074346e-05,0.23501035163649336,0.018591514275995147,0.03748179292789416,0.7112068915126725,-0.02809733963320885,0.7813995452000034,-0.6620432585937809,6.37675833646457e-14,-0.5679627452309021,7.148185806881844e-10,0.9301353417704528,1.9880093796442007e-44,0.7527963938857133,1.6896947119121855e-19,0.3090673989492072,0.0017552493152629583,0.4340543940613109,6.4312461279611805e-06,0.7706636437401959,6.875002777526303e-21,0.47260984395805544,6.878463355325456e-07,0.5631186363625982,1.0693794913767279e-09,0.6851745825732634,3.764075917446223e-15,0.7450855823986123,6.193611226647436e-19,0.8966057263446865,1.917644731591884e-36
5,0.13930701028358056,0.1668777386470502,0.037404838463247186,0.7117736946025046,-0.03437111129457681,0.7342405174531593,0.012090378365659422,0.9049679104557466,0.05299971330194976,0.600485782899734,0.07628114222310053,0.4506564953261342,-0.07400597122337083,0.46431529830555135,0.06243542843172994,0.5371640790168435,0.5224551473190695,2.4697272251633514e-08,0.8208105592532766,1.4261954253298932e-25,-0.005989218295268902,0.9528408285625914,-0.22414429662802202,0.024969848728141637,-0.1804716119955009,0.07236567688010928,-0.04769148858851911,0.6375070964849916,-0.04542769790913066,0.6535778106601745,0.3562004463322974,0.00027552968960430725,0.6917172252301649,1.611577629256808e-15,0.5547424995652815,2.1137858424544046e-09,0.31902877238245925,0.0012157707189626404,0.5349077764195254,9.866079635204255e-09,0.6546805196608747,1.490746802553578e-13,-0.21816654971646407,0.029214837530668503,-0.3719502018886486,0.00013874444776371903,-0.3180332829502627,0.0012619289830384881,-0.3258006268324904,0.0009403784581948977,-0.3178680026614886,0.0012697449803748897,0.9455606355957862,1.4188934615915115e-49,0.8243046658534257,5.944674653658272e-26,0.9260473384048264,2.9193426003530065e-43,0.9470106533991336,3.9142971119246806e-50,0.8468547790543596,1.2617904371574565e-28,0.8832982715964378,5.196609500050344e-34,0.907556581045433,1.041689800234278e-38,0.8354353265950961,3.200040953863168e-27,0.7596689977790175,5.096423028357356e-20,0.8847852205836599,2.876852519014106e-34
6,0.6234455013022113,4.274121951414846e-12,-0.17766116594380857,0.07699878752578945,-0.14456087764760192,0.15129184227129866,0.6123318643795911,1.2914535993214512e-11,0.7612054047760505,3.877124287925288e-20,0.4882776380051693,2.5575550108078677e-07,0.22197256512359795,0.026446888685755347,-0.07372671922917094,0.4660072523202818,-0.38178827347578576,8.875784309142093e-05,0.5192347832991339,3.112589851110614e-08,0.8657729969937503,3.181353151733877e-31,0.5707196698416098,5.667154034521788e-10,0.8880222150746893,7.716993950011324e-35,0.5770149153700921,3.3082846447888554e-10,-0.6381409768687687,9.243460513796182e-13,-0.05053486417019722,0.6175579285784364,-0.5070940888039337,7.289247092214637e-08,-0.17149690271575946,0.08799469312212438,-0.48213679121930325,3.79122880075375e-07,-0.18980348410823145,0.05857051473342398,0.6926457608949271,1.4261862233787395e-15,0.3984530745293209,4.0290353123660286e-05,0.0634698140349819,0.5304289103268676,0.5235427636317366,2.2828625885469385e-08,0.6536324840498328,1.6790902766064084e-13,-0.415920163015608,1.6806904023166427e-05,0.5751934338390999,3.8703398202487435e-10,0.9057224028414127,2.607455931009077e-38,0.5077158827098309,6.983981185048602e-08,-0.7244790649404299,1.6038334783337924e-17,0.3493310515542896,0.00036760777728455144,0.3873420889820608,6.853782429688715e-05,-0.05462550251944591,0.5893414937556776,0.5664128495629285,8.137197899588082e-10,-0.7720635170339163,5.284862301133769e-21,-0.25055178147158286,0.01192831836339342
7,0.601133418424505,3.770359668147127e-11,0.6998669384345855,5.426244135368677e-16,0.2144172463662985,0.03217770058098729,0.8920533351701253,1.4148425832485388e-35,0.8170226068629806,3.605605902559606e-25,-0.48826035914911814,2.560417026864809e-07,-0.8094668211723233,2.1542904907629618e-24,0.8085586376469194,2.6563590815855706e-24,0.42366618794571376,1.1225825433992848e-05,0.5198184098365745,2.98531716497781e-08,0.6822124678048129,5.4867010034073754e-15,0.7457167682206076,5.5786276157207065e-19,-0.5035030333250086,9.316769486739106e-08,-0.4874180921098448,2.703679400830915e-07,0.7522559656303571,1.85361283169407e-19,0.14018488979558164,0.16419393375715252,0.7116680174627601,1.0498116891672322e-16,0.6796472444113586,7.576940098360357e-15,-0.16509696471993238,0.10069406570203869,-0.6028139821491142,3.218883519147934e-11,0.8493422734360576,6.024225344834154e-29,0.15899507523658146,0.1141000676457792,0.20062183545295764,0.04535010486052519,0.05235856425691762,0.6049063027121606,-0.1902965690249806,0.05790601943313577,0.21883360969828422,0.028712692550967995,0.9623651788954047,2.962430454581159e-57,-0.5080230336555155,6.837723362820008e-08,-0.6616842917439676,6.649976874950077e-14,0.8672882869239675,1.8947284817754359e-31,-0.4682601179170925,8.975071905505595e-07,-0.5892979925052135,1.1192884974446486e-10,0.8684108183796938,1.2853593002198288e-31,0.5841354047419061,1.7748106151722795e-10,-0.45843731872657284,1.6150615463443763e-06,-0.6644966817714957,4.7797136229984944e-14
8,-0.2705533799874058,0.006479199645127437,-0.386836004029502,7.01850746076104e-05,-0.41026548816935976,2.2425212054472614e-05,-0.4688435790987693,8.662258501824218e-07,-0.60592670543502,2.3957338889784764e-11,-0.4423796544061245,4.0605230139869025e-06,-0.2114672181476604,0.034683631874052524,-0.26290919162239984,0.008224784775233753,0.7183972338683332,3.964015404566858e-17,0.7716560139980906,5.706532846079984e-21,0.8809568100667573,1.2974953496644847e-33,0.7751143230008006,2.959587898544588e-21,0.8320458748865781,7.968674273081691e-27,0.9781822107810262,1.0798871292494215e-68,0.5450207225031629,4.554442729758858e-09,0.7204706769047566,2.919605219428826e-17,0.8313666783907766,9.543840431448443e-27,0.7836686439758462,5.541757515997035e-22,0.8117604398681113,1.262825097949669e-24,0.7431282423496777,8.549493678745673e-19,0.5143546192999726,4.3995414510477995e-08,0.6967239167432074,8.292511898440686e-16,0.77224390511463,5.108033479832728e-21,0.8535789804186105,1.6576153194860855e-29,0.7798751692614613,1.1757351708817087e-21,0.8096118133777723,2.0832133380495963e-24,0.914443690699668,2.7774921401255892e-40,0.791782483747151,1.0529073692724723e-22,0.8672687348236324,1.907518052460647e-31,0.4827480405421786,3.6468048066883103e-07,0.7951564627271667,5.163922880722174e-23,0.7651009283759548,1.9202915434439238e-20,0.6134117141183234,1.1620898142114768e-11,0.8371380747324836,2.007675802374199e-27,0.6401431716403887,7.455160385524615e-13,0.5890514998212869,1.144409615503578e-10
9,0.22363707481936007,0.025308373314032195,0.484895299930451,3.1797900823140315e-07,0.45397263014918443,2.0968361251928093e-06,0.15503222659181767,0.12352166167624858,0.7359566865891471,2.7180255047132313e-18,0.3949727406109646,4.768259435924399e-05,0.5739429809277422,4.3081486301266156e-10,-0.2176260041498124,0.02962718467591346,0.474750548988103,6.026123380143759e-07,0.6636102511064282,5.3060528308208905e-14,0.24952033719835265,0.012294858644583394,0.41619180895179825,1.657348845677461e-05,0.30125503897087164,0.002320905179181308,0.5284733760796178,1.5924352008810807e-08,0.5955215535779893,6.351082603335629e-11,0.9102672843727923,2.590351930068893e-39,-0.42774822337386453,9.038667985373255e-06,0.3524474961368478,0.0003227963087352302,-0.22873539162846046,0.02207746809893346,0.18369808628400225,0.06732665307040687,-0.24230504255189306,0.01514475312791382,-0.3723753942051935,0.00013613129542906877,0.34408585714845025,0.0004561437665615221,-0.18276171609967715,0.06875886325205656,0.32342632200830357,0.0010296857340415092,-0.10099826604459544,0.31738595828907357,0.5666463638604683,7.980208250031893e-10,0.8715293476649506,4.291418231295326e-32,0.45479209078291016,1.9992868948329995e-06,0.6734842591598007,1.623930994808851e-14,0.6899547090542066,2.029787923017241e-15,0.7126498231892948,9.123300456983478e-17,0.246329674442276,0.013491615199399998,0.6596531150906497,8.422687343212144e-14,0.5035861001923464,9.26432388327826e-08,0.3335661473660614,0.0006953597943637445
10,-0.35207941033714996,0.0003278135362270908,-0.017461502641554535,0.8630972771957393,0.09239060322268629,0.36058672174223594,0.2993380262115952,0.0024827270614003354,0.47279677752906046,6.799702698087625e-07,-0.04294804714650921,0.6713640331626932,-0.028872200557871937,0.7755280734772068,0.1382768255627741,0.17006839939179094,-0.6396318097258119,7.877178883699216e-13,0.25168978505060713,0.011535012486304778,-0.6377500775498597,9.6379726774454e-13,-0.5604844764312951,1.3276493336682656e-09,-0.3522748502079244,0.0003251406978638531,0.7579215133715398,6.938442858877476e-20,-0.5782746497777081,2.9663878103614636e-10,0.07427876601314369,0.46266572351178864,0.7770208410823927,2.050517608437759e-21,0.6740120339097236,1.522392474571159e-14,0.7567887865118994,8.4628307847941e-20,-0.6546325006476658,1.4989106894689834e-13,0.767286341523117,1.2870305404943879e-20,0.38459321085994796,7.793868568034505e-05,0.41704276763965054,1.5861824999769617e-05,0.02150641400785628,0.8318068417029472,0.17662982592265797,0.0787575387032159,0.07097589039584273,0.48285306625007623,0.9455833944121994,1.3908816719366404e-49,0.6433937848337181,5.240711518368375e-13,-0.5172777222446256,3.578272838504072e-08,0.8254265386944725,4.470115074100427e-26,0.587421752538885,1.3246821095502794e-10,-0.3592089566961101,0.00024234402908834268,0.7611599932722082,3.9087020702193015e-20,-0.23114233154707348,0.02067925075245593,0.8471784074395704,1.1469298971080387e-28,-0.4429759418645172,3.927124505109074e-06
11,-0.5432758968998658,5.213754166817616e-09,0.2949086407588699,0.002896146222588325,-0.31031420310141555,0.0016775410378061242,-0.23943673487834757,0.016427589448972938,-0.5147648992904307,4.274283973550536e-08,-0.3130066000356824,0.0015202618850717888,-0.003748916939240435,0.9704706837272895,0.2793340229638798,0.004885703914867171,0.31498153734298917,0.0014135311438088465,0.8651228536884589,3.965867701274326e-31,0.7662007222569105,1.5709071676659853e-20,0.8592424627895493,2.7679220402165913e-30,0.8332066993238908,5.843669500807738e-27,0.33797424939977705,0.0005837972948471435,0.20822842224065446,0.03762184804631542,0.6818631210692383,5.734371322175362e-15,0.5674386835207121,7.468921117740852e-10,0.18744097139379395,0.061841344606182534,0.6126990353793573,1.2459829044364371e-11,-0.019019995652959736,0.8510133301938669,0.689373471438083,2.189467265930555e-15,0.854261465149617,1.341397915033995e-29,0.7187282175966206,3.7758468057037834e-17,0.9136403187193617,4.305107731859443e-40,0.19058259765347946,0.057523394668973875,0.44293400812235423,3.936368863122026e-06,0.8405847508638844,7.685117683377344e-28,0.8369782528532257,2.097953099802836e-27,0.4955711588165492,1.5863322956542133e-07,0.2753658325355399,0.005556609216827776,0.7524086704610174,1.805790776941585e-19,0.5874156017440519,1.3254116121779834e-10,-0.022104044668177412,0.8272046630492448,0.33429035359685694,0.0006757855140260193,0.3537853828890879,0.0003051501465594943,-0.29816281791893634,0.0025868870212768743
